name,company,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon,energy_source_level_1,energy_source_level_2,energy_source_level_3
POUGET,,,,,FR,446.9,Hydro,Reservoir,,,,,,RTE,,43.65604,3.40178,Renewable energy,Hydro,
PRAGNERES,,,,,FR,189.2,Hydro,Reservoir,,,,,,RTE,,42.8211,0.01033,Renewable energy,Hydro,
SAINT CHAMAS,,,,,FR,159.0,Hydro,Reservoir,,,,,,RTE,,43.52741,5.07342,Renewable energy,Hydro,
SAINT ESTEVE,,,,,FR,141.0,Hydro,Reservoir,,,,,,RTE,,43.69049,5.38489,Renewable energy,Hydro,
SAINT GUILLERME,,,,,FR,116.0,Hydro,Reservoir,,,,,,RTE,,45.03048,6.07914,Renewable energy,Hydro,
SAINTE CROIX,,,,,FR,132.3,Hydro,Reservoir,,,,,,RTE,,43.73687,6.13423,Renewable energy,Hydro,
SARRANS,,,,,FR,183.0,Hydro,Reservoir,,,,,,RTE,,44.82942,2.74042,Renewable energy,Hydro,
SERRE PONCON,,,,,FR,384.0,Hydro,Reservoir,,,,,,RTE,,44.47095,6.26967,Renewable energy,Hydro,
SISTERON,,,,,FR,214.0,Hydro,Reservoir,,,,,,RTE,,44.17517,5.95215,Renewable energy,Hydro,
ST ETIENNE CANTALES,,,,,FR,106.5,Hydro,Reservoir,,,,,,RTE,,44.94516,2.21906,Renewable energy,Hydro,
VILLARODIN,,,,,FR,357.0,Hydro,Reservoir,,,,,,RTE,,45.21466,6.71208,Renewable energy,Hydro,
VOUGLANS,,,,,FR,285.0,Hydro,Reservoir,,,,,,RTE,,46.39734,5.66556,Renewable energy,Hydro,
BELLEVILLE 1,,,,,FR,1310.0,Nuclear,Steam turbine,,,,,,RTE,,47.50879,2.87574,Nuclear,,
BELLEVILLE 2,,,,,FR,1310.0,Nuclear,Steam turbine,,,,,,RTE,,47.50879,2.87574,Nuclear,,
BLAYAIS 1,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,45.25742,-0.69065,Nuclear,,
BLAYAIS 2,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,45.25742,-0.69065,Nuclear,,
BLAYAIS 3,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,45.25742,-0.69065,Nuclear,,
BLAYAIS 4,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,45.25742,-0.69065,Nuclear,,
BUGEY 2,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,45.80141,5.26614,Nuclear,,
BUGEY 3,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,45.80141,5.26614,Nuclear,,
BUGEY 4,,,,,FR,880.0,Nuclear,Steam turbine,,,,,,RTE,,45.80141,5.26614,Nuclear,,
BUGEY 5,,,,,FR,880.0,Nuclear,Steam turbine,,,,,,RTE,,45.80141,5.26614,Nuclear,,
CATTENOM 1,,,,,FR,1300.0,Nuclear,Steam turbine,,,,,,RTE,,49.41579,6.2181,Nuclear,,
CATTENOM 2,,,,,FR,1300.0,Nuclear,Steam turbine,,,,,,RTE,,49.41579,6.2181,Nuclear,,
CATTENOM 3,,,,,FR,1300.0,Nuclear,Steam turbine,,,,,,RTE,,49.41579,6.2181,Nuclear,,
CATTENOM 4,,,,,FR,1300.0,Nuclear,Steam turbine,,,,,,RTE,,49.41579,6.2181,Nuclear,,
CHINON 1,,,,,FR,905.0,Nuclear,Steam turbine,,,,,,RTE,,47.22856,0.16824,Nuclear,,
CHINON 2,,,,,FR,905.0,Nuclear,Steam turbine,,,,,,RTE,,47.22856,0.16824,Nuclear,,
CHINON 3,,,,,FR,905.0,Nuclear,Steam turbine,,,,,,RTE,,47.22856,0.16824,Nuclear,,
CHINON 4,,,,,FR,905.0,Nuclear,Steam turbine,,,,,,RTE,,47.22856,0.16824,Nuclear,,
CHOOZ 1,,,,,FR,1500.0,Nuclear,Steam turbine,,,,,,RTE,,50.09136,4.79242,Nuclear,,
CHOOZ 2,,,,,FR,1500.0,Nuclear,Steam turbine,,,,,,RTE,,50.09136,4.79242,Nuclear,,
CIVAUX 1,,,,,FR,1495.0,Nuclear,Steam turbine,,,,,,RTE,,46.45614,0.6524,Nuclear,,
CIVAUX 2,,,,,FR,1495.0,Nuclear,Steam turbine,,,,,,RTE,,46.45614,0.6524,Nuclear,,
CRUAS 1,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.63251,4.75105,Nuclear,,
CRUAS 2,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.63251,4.75105,Nuclear,,
CRUAS 3,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.63251,4.75105,Nuclear,,
CRUAS 4,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.63251,4.75105,Nuclear,,
DAMPIERRE 1,,,,,FR,890.0,Nuclear,Steam turbine,,,,,,RTE,,47.73252,2.51772,Nuclear,,
DAMPIERRE 2,,,,,FR,890.0,Nuclear,Steam turbine,,,,,,RTE,,47.73252,2.51772,Nuclear,,
DAMPIERRE 3,,,,,FR,890.0,Nuclear,Steam turbine,,,,,,RTE,,47.73252,2.51772,Nuclear,,
DAMPIERRE 4,,,,,FR,890.0,Nuclear,Steam turbine,,,,,,RTE,,47.73252,2.51772,Nuclear,,
FESSENHEIM 1,,,,,FR,880.0,Nuclear,Steam turbine,,,,,,RTE,,47.90303,7.56308,Nuclear,,
FESSENHEIM 2,,,,,FR,880.0,Nuclear,Steam turbine,,,,,,RTE,,47.90303,7.56308,Nuclear,,
FLAMANVILLE 1,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.53671,-1.88229,Nuclear,,
FLAMANVILLE 2,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.53671,-1.88229,Nuclear,,
GOLFECH 1,,,,,FR,1310.0,Nuclear,Steam turbine,,,,,,RTE,,44.10479,0.84606,Nuclear,,
GOLFECH 2,,,,,FR,1310.0,Nuclear,Steam turbine,,,,,,RTE,,44.10479,0.84606,Nuclear,,
GRAVELINES 1,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,51.01267,2.13956,Nuclear,,
GRAVELINES 2,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,51.01267,2.13956,Nuclear,,
GRAVELINES 3,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,51.01267,2.13956,Nuclear,,
GRAVELINES 4,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,51.01267,2.13956,Nuclear,,
GRAVELINES 5,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,51.01267,2.13956,Nuclear,,
GRAVELINES 6,,,,,FR,910.0,Nuclear,Steam turbine,,,,,,RTE,,51.01267,2.13956,Nuclear,,
NOGENT 1,,,,,FR,1310.0,Nuclear,Steam turbine,,,,,,RTE,,48.5153,3.51776,Nuclear,,
NOGENT 2,,,,,FR,1310.0,Nuclear,Steam turbine,,,,,,RTE,,48.5153,3.51776,Nuclear,,
PALUEL 1,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.85838,0.63449,Nuclear,,
PALUEL 2,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.85838,0.63449,Nuclear,,
PALUEL 3,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.85838,0.63449,Nuclear,,
PALUEL 4,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.85838,0.63449,Nuclear,,
PENLY 1,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.97599,1.21025,Nuclear,,
PENLY 2,,,,,FR,1330.0,Nuclear,Steam turbine,,,,,,RTE,,49.97599,1.21025,Nuclear,,
ST ALBAN 1,,,,,FR,1335.0,Nuclear,Steam turbine,,,,,,RTE,,45.40523,4.75527,Nuclear,,
ST ALBAN 2,,,,,FR,1335.0,Nuclear,Steam turbine,,,,,,RTE,,45.40523,4.75527,Nuclear,,
ST LAURENT 1,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,47.72006,1.58009,Nuclear,,
ST LAURENT 2,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,47.72006,1.58009,Nuclear,,
TRICASTIN 1,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.32906,4.72605,Nuclear,,
TRICASTIN 2,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.32906,4.72605,Nuclear,,
TRICASTIN 3,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.32906,4.72605,Nuclear,,
TRICASTIN 4,,,,,FR,915.0,Nuclear,Steam turbine,,,,,,RTE,,44.32906,4.72605,Nuclear,,
Adamów B1,Adamów,,,,PL,120.0,Lignite,,,,,,,GPI,,52.01215,18.54445,Fossil fuels,Lignite,
Adamów B2,Adamów,,,,PL,120.0,Lignite,,,,,,,GPI,,52.01215,18.54445,Fossil fuels,Lignite,
Adamów B3,Adamów,,,,PL,120.0,Lignite,,,,,,,GPI,,52.01215,18.54445,Fossil fuels,Lignite,
Adamów B4,Adamów,,,,PL,120.0,Lignite,,,,,,,GPI,,52.01215,18.54445,Fossil fuels,Lignite,
Adamów B5,Adamów,,,,PL,120.0,Lignite,,,,,,,GPI,,52.01215,18.54445,Fossil fuels,Lignite,
Bełchatów B01,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,370.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B02,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,358.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B03,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,380.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B04,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,380.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B05,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,380.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B06,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,394.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B07,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,390.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B08,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,390.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B09,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,390.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B10,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,390.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B11,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,390.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B12,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,390.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Bełchatów B14,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,858.0,Lignite,,,,,,,GPI,,51.26719,19.31765,Fossil fuels,Lignite,
Dolna Odra B1,Dolna Odra,,,,PL,222.0,Hard coal,,,,,,,GPI,,53.20981,14.46696,Fossil fuels,Hard coal,
Dolna Odra B2,Dolna Odra,,,,PL,232.0,Hard coal,,,,,,,GPI,,53.20981,14.46696,Fossil fuels,Hard coal,
Dolna Odra B5,Dolna Odra,,,,PL,222.0,Hard coal,,,,,,,GPI,,53.20981,14.46696,Fossil fuels,Hard coal,
Dolna Odra B6,Dolna Odra,,,,PL,222.0,Hard coal,,,,,,,GPI,,53.20981,14.46696,Fossil fuels,Hard coal,
Dolna Odra B7,Dolna Odra,,,,PL,232.0,Hard coal,,,,,,,GPI,,53.20981,14.46696,Fossil fuels,Hard coal,
Dolna Odra B8,Dolna Odra,,,,PL,232.0,Hard coal,,,,,,,GPI,,53.20981,14.46696,Fossil fuels,Hard coal,
Dychów H1,Dychów,,,,PL,28.0,Hydro,Pumped storage,,,,,,GPI,,51.56076,15.45145,Renewable energy,Hydro,
Dychów H2,Dychów,,,,PL,29.0,Hydro,Pumped storage,,,,,,GPI,,51.56076,15.45145,Renewable energy,Hydro,
Dychów H3,Dychów,,,,PL,28.0,Hydro,Pumped storage,,,,,,GPI,,51.56076,15.45145,Renewable energy,Hydro,
Jaworzno 3 B1,Jaworzno 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.21356,19.2287,Fossil fuels,Hard coal,
Jaworzno 3 B2,Jaworzno 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.21356,19.2287,Fossil fuels,Hard coal,
Jaworzno 3 B3,Jaworzno 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.21356,19.2287,Fossil fuels,Hard coal,
Jaworzno 3 B4,Jaworzno 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.21356,19.2287,Fossil fuels,Hard coal,
Jaworzno 3 B5,Jaworzno 3,,,,PL,220.0,Hard coal,,,,,,,GPI,,50.21356,19.2287,Fossil fuels,Hard coal,
Jaworzno 3 B6,Jaworzno 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.21356,19.2287,Fossil fuels,Hard coal,
Karolin 2 Bl3,Karolin 2,,,,PL,112.0,Hard coal,,,,,,,GPI,,52.43639,16.98836,Fossil fuels,Hard coal,
Kozienice 1 B1,ENEA Wytwarzanie S.A.,,,,PL,215.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B2,ENEA Wytwarzanie S.A.,,,,PL,228.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B3,ENEA Wytwarzanie S.A.,,,,PL,225.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B4,ENEA Wytwarzanie S.A.,,,,PL,228.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B5,ENEA Wytwarzanie S.A.,,,,PL,225.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B6,ENEA Wytwarzanie S.A.,,,,PL,228.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B7,ENEA Wytwarzanie S.A.,,,,PL,228.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 1 B8,ENEA Wytwarzanie S.A.,,,,PL,228.0,Hard coal,,,,,,,GPI,,51.66506,21.46532,Fossil fuels,Hard coal,
Kozienice 2 B09,ENEA Wytwarzanie S.A.,,,,PL,560.0,Hard coal,,,,,,,GPI,,51.66256,21.45766,Fossil fuels,Hard coal,
Kozienice 2 B10,ENEA Wytwarzanie S.A.,,,,PL,560.0,Hard coal,,,,,,,GPI,,51.66256,21.45766,Fossil fuels,Hard coal,
Łagisza B10,Łagisza,,,,PL,460.0,Hard coal,,,,,,,GPI,,50.34965,19.14101,Fossil fuels,Hard coal,
Łagisza B5,Łagisza,,,,PL,120.0,Hard coal,,,,,,,GPI,,50.34965,19.14101,Fossil fuels,Hard coal,
Łagisza B6,Łagisza,,,,PL,120.0,Hard coal,,,,,,,GPI,,50.34965,19.14101,Fossil fuels,Hard coal,
Łagisza B7,Łagisza,,,,PL,120.0,Hard coal,,,,,,,GPI,,50.34965,19.14101,Fossil fuels,Hard coal,
Łaziska 2 B1,Łaziska 2,,,,PL,125.0,Hard coal,,,,,,,GPI,,50.13236,18.84039,Fossil fuels,Hard coal,
Łaziska 2 B2,Łaziska 2,,,,PL,125.0,Hard coal,,,,,,,GPI,,50.13236,18.84039,Fossil fuels,Hard coal,
Łaziska 3 B09,Łaziska 3,,,,PL,230.0,Hard coal,,,,,,,GPI,,50.13236,18.84039,Fossil fuels,Hard coal,
Łaziska 3 B10,Łaziska 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.13236,18.84039,Fossil fuels,Hard coal,
Łaziska 3 B11,Łaziska 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.13236,18.84039,Fossil fuels,Hard coal,
Łaziska 3 B12,Łaziska 3,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.13236,18.84039,Fossil fuels,Hard coal,
Opole B1,Opole,,,,PL,386.0,Hard coal,,,,,,,GPI,,50.75066,17.88729,Fossil fuels,Hard coal,
Opole B2,Opole,,,,PL,383.0,Hard coal,,,,,,,GPI,,50.75066,17.88729,Fossil fuels,Hard coal,
Opole B3,Opole,,,,PL,383.0,Hard coal,,,,,,,GPI,,50.75066,17.88729,Fossil fuels,Hard coal,
Opole B4,Opole,,,,PL,380.0,Hard coal,,,,,,,GPI,,50.75066,17.88729,Fossil fuels,Hard coal,
Ostrołęka B B01,Energa Elektrownie Ostrołęka S.A. Elektrownia Ostrołęka B,,,,PL,221.0,Hard coal,,,,,,,GPI,,53.10462,21.61312,Fossil fuels,Hard coal,
Ostrołęka B B02,Energa Elektrownie Ostrołęka S.A. Elektrownia Ostrołęka B,,,,PL,230.0,Hard coal,,,,,,,GPI,,53.10462,21.61312,Fossil fuels,Hard coal,
Ostrołęka B B03,Energa Elektrownie Ostrołęka S.A. Elektrownia Ostrołęka B,,,,PL,226.0,Hard coal,,,,,,,GPI,,53.10462,21.61312,Fossil fuels,Hard coal,
Pątnów 1 B1,Pątnów 1,,,,PL,222.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
Pątnów 1 B2,Pątnów 1,,,,PL,222.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
Pątnów 1 B3,Pątnów 1,,,,PL,200.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
Pątnów 1 B4,Pątnów 1,,,,PL,200.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
Pątnów 1 B5,Pątnów 1,,,,PL,200.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
Pątnów 1 B6,Pątnów 1,,,,PL,200.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
Pątnów 2 B9,Pątnów 2,,,,PL,464.0,Lignite,,,,,,,GPI,,52.3024,18.23807,Fossil fuels,Lignite,
PKN Orlen EC Włocławek B1,PKN Orlen SA,,,,PL,485.0,Natural gas,,,,,,,GPI,,,,Fossil fuels,Natural gas,
Połaniec B1,ENGIE Energia Polska S.A.,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Połaniec B2,ENGIE Energia Polska S.A.,,,,PL,242.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Połaniec B3,ENGIE Energia Polska S.A.,,,,PL,242.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Połaniec B4,ENGIE Energia Polska S.A.,,,,PL,242.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Połaniec B5,ENGIE Energia Polska S.A.,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Połaniec B6,ENGIE Energia Polska S.A.,,,,PL,242.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Połaniec B7,ENGIE Energia Polska S.A.,,,,PL,239.0,Hard coal,,,,,,,GPI,,50.43534,21.33674,Fossil fuels,Hard coal,
Porąbka Żar H1,Porąbka Żar,,,,PL,135.0,Hydro,Pumped storage,,,,,,GPI,,49.77957,19.212,Renewable energy,Hydro,
Porąbka Żar H2,Porąbka Żar,,,,PL,135.0,Hydro,Pumped storage,,,,,,GPI,,49.77957,19.212,Renewable energy,Hydro,
Porąbka Żar H3,Porąbka Żar,,,,PL,135.0,Hydro,Pumped storage,,,,,,GPI,,49.77957,19.212,Renewable energy,Hydro,
Porąbka Żar H4,Porąbka Żar,,,,PL,135.0,Hydro,Pumped storage,,,,,,GPI,,49.77957,19.212,Renewable energy,Hydro,
Rybnik B1,Rybnik,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B2,Rybnik,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B3,Rybnik,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B4,Rybnik,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B5,Rybnik,,,,PL,215.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B6,Rybnik,,,,PL,215.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B7,Rybnik,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Rybnik B8,Rybnik,,,,PL,225.0,Hard coal,,,,,,,GPI,,50.1317,18.52045,Fossil fuels,Hard coal,
Siersza B1,Siersza,,,,PL,153.0,Hard coal,,,,,,,GPI,,50.20761,19.46145,Fossil fuels,Hard coal,
Siersza B2,Siersza,,,,PL,153.0,Hard coal,,,,,,,GPI,,50.20761,19.46145,Fossil fuels,Hard coal,
Siersza B3,Siersza,,,,PL,123.0,Hard coal,,,,,,,GPI,,50.20761,19.46145,Fossil fuels,Hard coal,
Siersza B5,Siersza,,,,PL,120.0,Hard coal,,,,,,,GPI,,50.20761,19.46145,Fossil fuels,Hard coal,
Siersza B6,Siersza,,,,PL,128.0,Hard coal,,,,,,,GPI,,50.20761,19.46145,Fossil fuels,Hard coal,
Solina Hydrozespół H1,"PGE Energia Odnawialna S.A. w Warszawie, Oddział w Solinie",,,,PL,68.0,Hydro,Pumped storage,,,,,,GPI,,49.39578,22.454,Renewable energy,Hydro,
Solina Hydrozespół H2,"PGE Energia Odnawialna S.A. w Warszawie, Oddział w Solinie",,,,PL,68.0,Hydro,Pumped storage,,,,,,GPI,,49.39578,22.454,Renewable energy,Hydro,
Solina Hydrozespół H3,"PGE Energia Odnawialna S.A. w Warszawie, Oddział w Solinie",,,,PL,31.0,Hydro,Pumped storage,,,,,,GPI,,49.39578,22.454,Renewable energy,Hydro,
Solina Hydrozespół H4,"PGE Energia Odnawialna S.A. w Warszawie, Oddział w Solinie",,,,PL,31.0,Hydro,Pumped storage,,,,,,GPI,,49.39578,22.454,Renewable energy,Hydro,
Stalowa Wola 3 B7,"Grupa TAURON, Elektrownia Stalowa Wola S.A.",,,,PL,125.0,Hard coal,,,,,,,GPI,,50.55071,22.07761,Fossil fuels,Hard coal,
Stalowa Wola 3 B8,"Grupa TAURON, Elektrownia Stalowa Wola S.A.",,,,PL,125.0,Hard coal,,,,,,,GPI,,50.55071,22.07761,Fossil fuels,Hard coal,
Turów B01,Turów,,,,PL,235.0,Lignite,,,,,,,GPI,,50.94818,14.91255,Fossil fuels,Lignite,
Turów B02,Turów,,,,PL,235.0,Lignite,,,,,,,GPI,,50.94818,14.91255,Fossil fuels,Lignite,
Turów B03,Turów,,,,PL,235.0,Lignite,,,,,,,GPI,,50.94818,14.91255,Fossil fuels,Lignite,
Turów B04,Turów,,,,PL,261.0,Lignite,,,,,,,GPI,,50.94818,14.91255,Fossil fuels,Lignite,
Turów B05,Turów,,,,PL,261.0,Lignite,,,,,,,GPI,,50.94818,14.91255,Fossil fuels,Lignite,
Turów B06,Turów,,,,PL,261.0,Lignite,,,,,,,GPI,,50.94818,14.91255,Fossil fuels,Lignite,
Żarnowiec H1,Żarnowiec,,,,PL,179.0,Hydro,Pumped storage,,,,,,GPI,,54.74201,18.08924,Renewable energy,Hydro,
Żarnowiec H2,Żarnowiec,,,,PL,179.0,Hydro,Pumped storage,,,,,,GPI,,54.74201,18.08924,Renewable energy,Hydro,
Żarnowiec H3,Żarnowiec,,,,PL,179.0,Hydro,Pumped storage,,,,,,GPI,,54.74201,18.08924,Renewable energy,Hydro,
Żarnowiec H4,Żarnowiec,,,,PL,179.0,Hydro,Pumped storage,,,,,,GPI,,54.74201,18.08924,Renewable energy,Hydro,
Żydowo H1,Żydowo,,,,PL,52.0,Hydro,Pumped storage,,,,,,GPI,,54.02601,16.71386,Renewable energy,Hydro,
Żydowo H2,Żydowo,,,,PL,51.0,Hydro,Pumped storage,,,,,,GPI,,54.02601,16.71386,Renewable energy,Hydro,
Żydowo H3,Żydowo,,,,PL,54.0,Hydro,Pumped storage,,,,,,GPI,,54.02601,16.71386,Renewable energy,Hydro,
Chvaletice G1,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,50.02798,15.45409,Other or unspecified energy sources,,
Chvaletice G2,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,50.02798,15.45409,Other or unspecified energy sources,,
Chvaletice G3,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,50.02798,15.45409,Other or unspecified energy sources,,
Chvaletice G4,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,50.02798,15.45409,Other or unspecified energy sources,,
Dalešice G1,,,,,CZ,112.5,Hydro,Pumped storage,,,,,,CEPS,,49.12446,16.1242,Renewable energy,Hydro,
Dalešice G2,,,,,CZ,112.5,Hydro,Pumped storage,,,,,,CEPS,,49.12446,16.1242,Renewable energy,Hydro,
Dalešice G3,,,,,CZ,112.5,Hydro,Pumped storage,,,,,,CEPS,,49.12446,16.1242,Renewable energy,Hydro,
Dalešice G4,,,,,CZ,112.5,Hydro,Pumped storage,,,,,,CEPS,,49.12446,16.1242,Renewable energy,Hydro,
Dlouhé Stráně G1,,,,,CZ,325.0,Hydro,Pumped storage,,,,,,CEPS,,50.08542,17.17945,Renewable energy,Hydro,
Dlouhé Stráně G2,,,,,CZ,325.0,Hydro,Pumped storage,,,,,,CEPS,,50.08542,17.17945,Renewable energy,Hydro,
Dukovany B1,,,,,CZ,502.0,Nuclear,Steam turbine,,,,,,CEPS,,49.08495,16.15006,Nuclear,,
Dukovany B2,,,,,CZ,502.0,Nuclear,Steam turbine,,,,,,CEPS,,49.08495,16.15006,Nuclear,,
Dukovany B3,,,,,CZ,503.0,Nuclear,Steam turbine,,,,,,CEPS,,49.08495,16.15006,Nuclear,,
Dukovany B4,,,,,CZ,503.0,Nuclear,Steam turbine,,,,,,CEPS,,49.08495,16.15006,Nuclear,,
Dětmarovice G1,,,,,CZ,180.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,49.90543,18.466,Other or unspecified energy sources,,
Dětmarovice G2,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,49.90543,18.466,Other or unspecified energy sources,,
Dětmarovice G3,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,49.90543,18.466,Other or unspecified energy sources,,
Dětmarovice G4,,,,,CZ,200.0,Other or unspecified energy sources,Steam turbine,,,,,,CEPS,,49.90543,18.466,Other or unspecified energy sources,,
