id,Name,Fueltype,Classification,Country,Capacity,lat,lon,Geoposition,File
294,Skarje,Hydro,pumped storage,Norway,,59.34647,7.24939,"59.34647,7.24939",
295,Skjeggedal,Hydro,pumped storage,Norway,2.6,60.1289,6.63673,"60.1289,6.63673",
296,Stolsdal,Hydro,pumped storage,Norway,17.0,55.31077,6.61508,"55.31077,6.61508",
297,Tevla,Hydro,pumped storage,Norway,41.2,63.39044,11.9106,"63.39044,11.9106",
298,Tjodanpollen,Hydro,pumped storage,Norway,110.0,59.05214,6.6524,"59.05214,6.6524",
299,Tjonna,Hydro,pumped storage,Norway,0.2,60.39614,5.07197,"60.39614,5.07197",
300,Tverrvatn,Hydro,pumped storage,Norway,,60.7419,9.8396,"60.7419,9.8396",
301,Vassli,Hydro,pumped storage,Norway,,62.62305,8.8849,"62.62305,8.8849",
302,Vatn 462,Hydro,pumped storage,Norway,0.3,61.71674,5.23615,"61.71674,5.23615",
303,Viervatn,Hydro,pumped storage,Norway,112.0,61.18224,7.63551,"61.18224,7.63551",
304,Alta,Hydro,reservoir,Norway,150.0,69.72507,23.78191,"69.72507,23.78191",
305,Aura,Hydro,reservoir,Norway,290.0,62.66478,8.52109,"62.66478,8.52109",
306,Aurland,Hydro,reservoir,Norway,840.0,60.855,7.30485,"60.855,7.30485",
307,Aurland,Hydro,reservoir,Norway,270.0,60.80095,7.56658,"60.80095,7.56658",
308,Berdalsvatn,Hydro,reservoir,Norway,5.0,61.258469,7.821691,"61.258469,7.821691",
309,Bleikvass,Hydro,reservoir,Norway,,66.3,14.133333,"66.3,14.133333",
310,Bratsberg,Hydro,reservoir,Norway,124.0,63.37295,10.40757,"63.37295,10.40757",
311,Brattingfoss,Hydro,reservoir,Norway,10.7,64.04331,11.08354,"64.04331,11.08354",
312,Brokke,Hydro,reservoir,Norway,330.0,59.12563,7.5095,"59.12563,7.5095",
313,Byrte,Hydro,reservoir,Norway,20.0,59.49612,7.83322,"59.49612,7.83322",
314,Evanger,Hydro,reservoir,Norway,330.0,60.65624,6.11161,"60.65624,6.11161",
315,Finndola,Hydro,reservoir,Norway,108.0,59.18408,8.05397,"59.18408,8.05397",
316,Fjergen,Hydro,reservoir,Norway,60.0,63.4335474,11.91072464,"63.4335474,11.91072464",
317,Florli,Hydro,reservoir,Norway,80.0,59.01543,6.43283,"59.01543,6.43283",
318,Forresvass,Hydro,reservoir,Norway,,,,,
319,Fortun,Hydro,reservoir,Norway,254.0,61.50511,7.70239,"61.50511,7.70239",
320,Hafslund,Hydro,reservoir,Norway,31.0,59.275,11.12951,"59.275,11.12951",
321,Harpefossen,Hydro,reservoir,Norway,46.0,61.58292,9.84108,"61.58292,9.84108",
322,Hjartdola,Hydro,reservoir,Norway,104.0,59.60456,8.71143,"59.60456,8.71143",
323,Holmvatn,Hydro,reservoir,Norway,350.0,66.31062,13.56354,"66.31062,13.56354",
324,Hunderfossen,Hydro,reservoir,Norway,116.0,61.2171,10.43943,"61.2171,10.43943",
325,Hylen,Hydro,reservoir,Norway,160.0,58.46507,6.54426,"58.46507,6.54426",
326,Katlavatn,Hydro,reservoir,Norway,72.0,60.80479,7.36825,"60.80479,7.36825",
327,Kjosnesfjorden dam,Hydro,reservoir,Norway,84.0,61.51765,6.61536,"61.51765,6.61536",
328,Kjosnesfjorden main dam,Hydro,reservoir,Norway,84.0,61.51765,6.61536,"61.51765,6.61536",
329,Kobbelv,Hydro,reservoir,Norway,300.0,67.62319,15.59023,"67.62319,15.59023",
330,Kvilldal,Hydro,reservoir,Norway,1240.0,59.52878,6.6542,"59.52878,6.6542",
331,Kykkelsrud fossumfoss,Hydro,reservoir,Norway,190.0,59.57996,11.10157,"59.57996,11.10157",
332,Langvatn,Hydro,reservoir,Norway,90.0,66.33696,14.16666,"66.33696,14.16666",
333,Langvatn,Hydro,reservoir,Norway,90.0,66.33696,14.16666,"66.33696,14.16666",
334,Langvatn,Hydro,reservoir,Norway,90.0,66.33696,14.16666,"66.33696,14.16666",
335,Lysebotn,Hydro,reservoir,Norway,210.0,59.05425,6.6266,"59.05425,6.6266",
336,Mar,Hydro,reservoir,Norway,180.0,59.88463,8.68074,"59.88463,8.68074",
337,Matre,Hydro,reservoir,Norway,246.0,60.8737,5.59122,"60.8737,5.59122",
338,Mauranger,Hydro,reservoir,Norway,250.0,60.13162,6.3315,"60.13162,6.3315",
339,Namsvatn,Hydro,reservoir,Norway,16.0,65.01869,13.750086,"65.01869,13.750086",
340,Nea,Hydro,reservoir,Norway,175.0,63.03169,11.68016,"63.03169,11.68016",
341,Nedre vinstra,Hydro,reservoir,Norway,308.0,61.57605,9.79775,"61.57605,9.79775",
342,Nes,Hydro,reservoir,Norway,250.0,60.60453,9.06963,"60.60453,9.06963",
343,New kjerka main dam,Hydro,reservoir,Norway,,69.556705,17.835396,"69.556705,17.835396",
344,"New kjerka , heddersvika",Hydro,reservoir,Norway,,69.556705,17.835396,"69.556705,17.835396",
345,Nore,Hydro,reservoir,Norway,204.0,60.26742,8.95782,"60.26742,8.95782",
346,Nore,Hydro,reservoir,Norway,52.0,60.23845,9.00076,"60.23845,9.00076",
347,Nygards,Hydro,reservoir,Norway,75.0,59.8187296,10.081812,"59.8187296,10.081812",
348,Rana,Hydro,reservoir,Norway,500.0,66.30276,14.26041,"66.30276,14.26041",
349,Raudal,Hydro,reservoir,Norway,,61.906288,7.643396,"61.906288,7.643396",
350,Rembesdalsvatn,Hydro,reservoir,Norway,,60.527277,7.266471,"60.527277,7.266471",
351,Riskallvatn,Hydro,reservoir,Norway,112.0,,,,
352,Rundavatn,Hydro,reservoir,Norway,,60.95561,5.879996,"60.95561,5.879996",
353,Saheim,Hydro,reservoir,Norway,185.0,59.87705,8.59287,"59.87705,8.59287",
354,Sarp,Hydro,reservoir,Norway,80.0,59.27644,11.13373,"59.27644,11.13373",
355,Saurdal,Hydro,reservoir,Norway,640.0,59.48277,6.67265,"59.48277,6.67265",
356,Sildvik,Hydro,reservoir,Norway,72.0,68.40871,17.80107,"68.40871,17.80107",
357,Sima,Hydro,reservoir,Norway,1120.0,60.49965,7.14204,"60.49965,7.14204",
358,Skjomen,Hydro,reservoir,Norway,300.0,68.20376,17.36071,"68.20376,17.36071",
359,Storglamvatn,Hydro,reservoir,Norway,350.0,66.707928,14.149923,"66.707928,14.149923",
360,Storglamvassdammen,Hydro,reservoir,Norway,,66.711457,14.150094,"66.711457,14.150094",
361,Storvas,Hydro,reservoir,Norway,,,,,
362,Storvatn,Hydro,reservoir,Norway,9.0,64.878973,12.105094,"64.878973,12.105094",
363,Styggevatn,Hydro,reservoir,Norway,290.0,61.771028,7.465787,"61.771028,7.465787",
364,Svartisen,Hydro,reservoir,Norway,600.0,66.7282,13.91351,"66.7282,13.91351",
365,Svelgfoss,Hydro,reservoir,Norway,92.0,59.58133,9.25723,"59.58133,9.25723",
366,Tevla,Hydro,reservoir,Norway,50.0,63.39044,11.9106,"63.39044,11.9106",
367,Tjodan,Hydro,reservoir,Norway,110.0,59.05214,6.6524,"59.05214,6.6524",
368,Tokke,Hydro,reservoir,Norway,430.0,59.44436,8.03839,"59.44436,8.03839",
369,Tonstad,Hydro,reservoir,Norway,960.0,58.65924,6.71685,"58.65924,6.71685",
370,Tunnsjodal,Hydro,reservoir,Norway,176.0,64.70334,12.83542,"64.70334,12.83542",
371,Tyin,Hydro,reservoir,Norway,374.0,61.31018,7.83131,"61.31018,7.83131",
372,Tyssedal,Hydro,reservoir,Norway,100.0,60.121403,6.55581,"60.121403,6.55581",
373,Urar,Hydro,reservoir,Norway,154.0,59.443056,7.255,"59.443056,7.255",
374,Vamma,Hydro,reservoir,Norway,215.0,59.542398,11.17033,"59.542398,11.17033",
375,Vestredal,Hydro,reservoir,Norway,,60.728861,7.574185,"60.728861,7.574185",
376,Vinje,Hydro,reservoir,Norway,300.0,59.61669,7.85653,"59.61669,7.85653",
377,Dinorwig,Hydro,Pumped Storage,United Kingdom,1728.0,53.13,-4.11,"53.13,-4.11",energy_storage_exchange
378,Grand'maison dam,Hydro,Pumped Storage,France,1820.0,45.21,6.12,"45.21,6.12",energy_storage_exchange
379,Coo trois ponts,Hydro,Pumped Storage,Belgium,1164.0,50.37,5.87,"50.37,5.87",energy_storage_exchange
380,Edolo,Hydro,Pumped Storage,Italy,1000.0,46.18,10.33,"46.18,10.33",energy_storage_exchange
381,Chiotas entracque,Hydro,Pumped Storage,Italy,1184.0,44.18,7.42,"44.18,7.42",energy_storage_exchange
382,Goldisthal,Hydro,Pumped Storage,Germany,1060.0,50.5,11.17,"50.5,11.17",energy_storage_exchange
383,Reisseck,Hydro,Pumped Storage,Austria,430.0,47.08,13.34,"47.08,13.34",energy_storage_exchange
384,Markersbach,Hydro,Pumped Storage,Germany,1050.0,50.54,12.86,"50.54,12.86",energy_storage_exchange
385,Vianden,Hydro,Pumped Storage,Luxembourg,1096.0,49.93,6.2,"49.93,6.2",energy_storage_exchange
386,Roncovalgrande lago delio,Hydro,Pumped Storage,Italy,1000.0,46.0,8.69,"46.0,8.69",energy_storage_exchange
387,Domenico cimarosa presenzano,Hydro,Pumped Storage,Italy,1000.0,41.38,14.09,"41.38,14.09",energy_storage_exchange
388,Ffestiniog,Hydro,Pumped Storage,United Kingdom,360.0,52.96,-3.93,"52.96,-3.93",energy_storage_exchange
389,Cruachan,Hydro,Pumped Storage,United Kingdom,440.0,56.41,-5.11,"56.41,-5.11",energy_storage_exchange
390,Foyers,Hydro,Pumped Storage,United Kingdom,300.0,57.32,-4.42,"57.32,-4.42",energy_storage_exchange
391,Turlough hill,Hydro,Pumped Storage,Ireland,292.0,53.03,-6.39,"53.03,-6.39",energy_storage_exchange
392,Alqueva,Hydro,Pumped Storage,Portugal,520.0,38.2,-7.5,"38.2,-7.5",energy_storage_exchange
393,Bleiloch,Hydro,Pumped Storage,Germany,80.0,50.52,11.72,"50.52,11.72",energy_storage_exchange
394,Hohenwarte scheme,Hydro,Pumped Storage,Germany,383.0,50.65,11.37,"50.65,11.37",energy_storage_exchange
395,Geesthacht,Hydro,Pumped Storage,Germany,120.0,53.44,10.36,"53.44,10.36",energy_storage_exchange
396,Wendefurth,Hydro,Pumped Storage,Germany,80.0,51.74,10.92,"51.74,10.92",energy_storage_exchange
397,Niederwartha,Hydro,Pumped Storage,Germany,40.0,51.09,13.6,"51.09,13.6",energy_storage_exchange
398,Witznau,Hydro,Pumped Storage,Germany,220.0,47.69,8.25,"47.69,8.25",energy_storage_exchange
399,Wehr,Hydro,Pumped Storage,Germany,910.0,47.64,7.91,"47.64,7.91",energy_storage_exchange
400,Säckingen,Hydro,Pumped Storage,Germany,360.0,47.57,7.95,"47.57,7.95",energy_storage_exchange
401,Waldshut,Hydro,Pumped Storage,Germany,150.0,47.62,8.19,"47.62,8.19",energy_storage_exchange
402,Häusern,Hydro,Pumped Storage,Germany,100.0,47.76,8.19,"47.76,8.19",energy_storage_exchange
403,Kirchentellinsfurt,Hydro,Pumped Storage,Germany,1.3,48.6,9.1,"48.6,9.1",energy_storage_exchange
404,Erzhausen,Hydro,Pumped Storage,Germany,220.0,51.9,9.93,"51.9,9.93",energy_storage_exchange
405,Glems,Hydro,Pumped Storage,Germany,90.0,48.51,9.29,"48.51,9.29",energy_storage_exchange
406,Happurg,Hydro,Pumped Storage,Germany,160.0,49.49,11.47,"49.49,11.47",energy_storage_exchange
407,Herdecke,Hydro,Pumped Storage,Germany,153.0,51.4,7.43,"51.4,7.43",energy_storage_exchange
408,Langenprozelten,Hydro,Pumped Storage,Germany,164.0,50.06,9.63,"50.06,9.63",energy_storage_exchange
409,Leitzachwerk,Hydro,Pumped Storage,Germany,49.0,47.85,11.86,"47.85,11.86",energy_storage_exchange
410,Leitzachwerk,Hydro,Pumped Storage,Germany,49.2,47.85,11.86,"47.85,11.86",energy_storage_exchange
411,Ruselkraftwerke,Hydro,Pumped Storage,Germany,3.5,48.86,13.0,"48.86,13.0",energy_storage_exchange
412,Reisach,Hydro,Pumped Storage,Germany,99.0,49.53,12.29,"49.53,12.29",energy_storage_exchange
413,Rönkhausen,Hydro,Pumped Storage,Germany,140.0,51.17,7.97,"51.17,7.97",energy_storage_exchange
414,Schwarzenbach,Hydro,Pumped Storage,Germany,44.0,48.66,8.33,"48.66,8.33",energy_storage_exchange
415,Sorpesee,Hydro,Pumped Storage,Germany,7.42,51.35,7.97,"51.35,7.97",energy_storage_exchange
416,Tanzmühle,Hydro,Pumped Storage,Germany,35.0,49.55,12.28,"49.55,12.28",energy_storage_exchange
417,Waldeck,Hydro,Pumped Storage,Germany,140.0,51.16,9.06,"51.16,9.06",energy_storage_exchange
418,Waldeck,Hydro,Pumped Storage,Germany,480.0,51.16,9.06,"51.16,9.06",energy_storage_exchange
419,Alrance,Hydro,Pumped Storage,France,11.0,44.1,2.69,"44.1,2.69",energy_storage_exchange
420,Le pouget,Hydro,Pumped Storage,France,445.0,44.06,2.77,"44.06,2.77",energy_storage_exchange
421,Argentat,Hydro,Pumped Storage,France,48.0,45.1,1.95,"45.1,1.95",energy_storage_exchange
422,Montézic,Hydro,Pumped Storage,France,910.0,44.71,2.64,"44.71,2.64",energy_storage_exchange
423,Revin,Hydro,Pumped Storage,France,800.0,49.92,4.6,"49.92,4.6",energy_storage_exchange
424,Super bissorte,Hydro,Pumped Storage,France,748.0,45.18,6.48,"45.18,6.48",energy_storage_exchange
425,Le cheylas,Hydro,Pumped Storage,France,480.0,45.38,5.99,"45.38,5.99",energy_storage_exchange
426,Coche,Hydro,Pumped Storage,France,310.0,45.48,6.53,"45.48,6.53",energy_storage_exchange
427,Rance tidal,Hydro,Pumped Storage,France,240.0,48.62,-2.02,"48.62,-2.02",energy_storage_exchange
428,Lac noir,Hydro,Pumped Storage,France,82.0,48.11,7.1,"48.11,7.1",energy_storage_exchange
429,Plate taille,Hydro,Pumped Storage,Belgium,143.0,50.19,4.38,"50.19,4.38",energy_storage_exchange
430,Feldsee,Hydro,Pumped Storage,Austria,140.0,47.0,13.04,"47.0,13.04",energy_storage_exchange
431,Koralpe,Hydro,Pumped Storage,Austria,50.0,46.64,14.95,"46.64,14.95",energy_storage_exchange
432,Kops,Hydro,Pumped Storage,Austria,525.0,46.99,10.03,"46.99,10.03",energy_storage_exchange
433,Rodundwerk,Hydro,Pumped Storage,Austria,295.0,47.09,9.88,"47.09,9.88",energy_storage_exchange
434,Limberg,Hydro,Pumped Storage,Austria,480.0,47.16,12.71,"47.16,12.71",energy_storage_exchange
435,Oschenik innerfragant,Hydro,Pumped Storage,Austria,108.0,47.14,12.33,"47.14,12.33",energy_storage_exchange
436,_ierny áh,Hydro,Pumped Storage,Slovakia,735.16,49.01,19.93,"49.01,19.93",energy_storage_exchange
437,Dob_iná,Hydro,Pumped Storage,Slovakia,24.0,48.82,20.37,"48.82,20.37",energy_storage_exchange
438,Liptovská mara,Hydro,Pumped Storage,Slovakia,198.0,49.1,19.49,"49.1,19.49",energy_storage_exchange
439,Ru_í,Hydro,Pumped Storage,Slovakia,60.0,48.86,21.09,"48.86,21.09",energy_storage_exchange
440,Solina,Hydro,Pumped Storage,Poland,200.0,49.4,22.46,"49.4,22.46",energy_storage_exchange
441,_arnowiec,Hydro,Pumped Storage,Poland,716.0,54.77,18.05,"54.77,18.05",energy_storage_exchange
442,_ydowo,Hydro,Pumped Storage,Poland,156.0,54.02,16.74,"54.02,16.74",energy_storage_exchange
443,Torrão,Hydro,Pumped Storage,Portugal,140.0,41.1,-8.26,"41.1,-8.26",energy_storage_exchange
444,Estany gento sallente,Hydro,Pumped Storage,Spain,468.0,42.51,1.0,"42.51,1.0",energy_storage_exchange
445,Aguayo,Hydro,Pumped Storage,Spain,360.0,43.09,-4.02,"43.09,-4.02",energy_storage_exchange
446,Aguayo,Hydro,Pumped Storage,Spain,1014.0,43.13,-4.06,"43.13,-4.06",energy_storage_exchange
447,Muela,Hydro,Pumped Storage,Spain,2000.0,39.24,-0.94,"39.24,-0.94",energy_storage_exchange
448,Chaira,Hydro,Pumped Storage,Bulgaria,788.0,42.19,24.33,"42.19,24.33",energy_storage_exchange
449,Belmeken,Hydro,Pumped Storage,Bulgaria,104.0,42.17,23.8,"42.17,23.8",energy_storage_exchange
450,Riedl energy,Hydro,Pumped Storage,Germany,300.0,48.58,13.67,"48.58,13.67",energy_storage_exchange
451,Malta main stage,Hydro,Pumped Storage,Austria,730.0,46.87,13.33,"46.87,13.33",energy_storage_exchange
452,Kaprun upper stage,Hydro,Pumped Storage,Austria,113.0,47.36,12.64,"47.36,12.64",energy_storage_exchange
453,Häusling,Hydro,Pumped Storage,Austria,360.0,47.15,11.97,"47.15,11.97",energy_storage_exchange
454,Roßhag,Hydro,Pumped Storage,Austria,231.0,47.09,11.77,"47.09,11.77",energy_storage_exchange
455,Malta upper stage,Hydro,Pumped Storage,Austria,120.0,47.08,13.34,"47.08,13.34",energy_storage_exchange
456,Kruonis & extension project,Hydro,Pumped Storage,Lithuania,900.0,54.8,24.25,"54.8,24.25",energy_storage_exchange
457,Lünerseewerk,Hydro,Pumped Storage,Austria,232.0,47.05,9.75,"47.05,9.75",energy_storage_exchange
458,Rodundwerk,Hydro,Pumped Storage,Austria,198.0,47.09,9.88,"47.09,9.88",energy_storage_exchange
459,Rifawerk,Hydro,Pumped Storage,Austria,7.0,46.98,10.04,"46.98,10.04",energy_storage_exchange
460,Rellswerk project,Hydro,Pumped Storage,Austria,12.0,47.05,9.75,"47.05,9.75",energy_storage_exchange
461,Campolattaro,Hydro,Pumped Storage,Italy,572.0,41.29,14.74,"41.29,14.74",energy_storage_exchange
462,Venda nova,Hydro,Pumped Storage,Portugal,736.0,41.69,-8.03,"41.69,-8.03",energy_storage_exchange
463,Villarino almendra reversible,Hydro,Pumped Storage,Spain,810.0,41.27,-6.47,"41.27,-6.47",energy_storage_exchange
464,Aldeadávila,Hydro,Pumped Storage,Spain,1139.0,40.94,-5.67,"40.94,-5.67",energy_storage_exchange
465,Av_e,Hydro,Pumped Storage,Slovenia,185.0,46.09,13.67,"46.09,13.67",energy_storage_exchange
466,Lepenica,Hydro,Pumped Storage,Croatia,1.14,45.3,14.71,"45.3,14.71",energy_storage_exchange
467,Fu_ine,Hydro,Pumped Storage,Croatia,4.6,45.3,14.71,"45.3,14.71",energy_storage_exchange
468,Velebit pump,Hydro,Pumped Storage,Croatia,276.0,44.2,15.68,"44.2,15.68",energy_storage_exchange
469,Sfikia,Hydro,Pumped Storage,Greece,315.0,40.39,22.21,"40.39,22.21",energy_storage_exchange
470,Thisavros ______ ________,Hydro,Pumped Storage,Greece,384.0,41.27,24.5,"41.27,24.5",energy_storage_exchange
471,Tajo encantada málaga,Hydro,Pumped Storage,Spain,360.0,36.91,-4.76,"36.91,-4.76",energy_storage_exchange
472,Jukla plants,Hydro,Pumped Storage,Norway,40.0,59.94,6.0,"59.94,6.0",energy_storage_exchange
473,Stølsdal,Hydro,Pumped Storage,Norway,17.0,59.22,6.19,"59.22,6.19",energy_storage_exchange
474,Saurdal,Hydro,Pumped Storage,Norway,640.0,59.5,6.53,"59.5,6.53",energy_storage_exchange
475,Aurland,Hydro,Pumped Storage,Norway,270.0,60.9,7.2,"60.9,7.2",energy_storage_exchange
476,Dychów,Hydro,Pumped Storage,Poland,90.0,51.99,15.06,"51.99,15.06",energy_storage_exchange
477,Niedzica,Hydro,Pumped Storage,Poland,82.8,49.41,20.33,"49.41,20.33",energy_storage_exchange
478,Porabka zar,Hydro,Pumped Storage,Poland,500.0,49.77,19.21,"49.77,19.21",energy_storage_exchange
479,Alto rabagão,Hydro,Pumped Storage,Portugal,68.0,41.74,-7.85,"41.74,-7.85",energy_storage_exchange
480,Aguieira,Hydro,Pumped Storage,Portugal,336.0,40.34,-8.2,"40.34,-8.2",energy_storage_exchange
481,El hierro wind,Hydro,Pumped Storage,Spain,11.3,27.8,-17.92,"27.8,-17.92",energy_storage_exchange
482,Go development demonstration project,Hydro,Pumped Storage,Denmark,0.006,54.92,9.68,"54.92,9.68",energy_storage_exchange
483,Kuhtai psh kühtai,Hydro,Pumped Storage,Austria,289.0,47.25,11.6,"47.25,11.6",energy_storage_exchange
484,Orphey,Hydro,Pumped Storage,Bulgaria,160.0,41.74,24.39,"41.74,24.39",energy_storage_exchange
485,Anapo solarino,Hydro,Pumped Storage,Italy,600.0,37.1,15.12,"37.1,15.12",energy_storage_exchange
486,Bargi,Hydro,Pumped Storage,Italy,330.0,44.13,11.06,"44.13,11.06",energy_storage_exchange
487,Rovina entracque,Hydro,Pumped Storage,Italy,134.0,44.24,7.4,"44.24,7.4",energy_storage_exchange
488,San fiorano,Hydro,Pumped Storage,Italy,568.0,46.06,10.35,"46.06,10.35",energy_storage_exchange
489,Provvidenza,Hydro,Pumped Storage,Italy,156.0,42.56,13.37,"42.56,13.37",energy_storage_exchange
490,Conso,Hydro,Pumped Storage,Spain,228.0,42.14,-7.29,"42.14,-7.29",energy_storage_exchange
491,Gabriel y galan,Hydro,Pumped Storage,Spain,111.0,40.2,-6.16,"40.2,-6.16",energy_storage_exchange
492,Gobantes,Hydro,Pumped Storage,Spain,3.6,36.96,-4.8,"36.96,-4.8",energy_storage_exchange
493,Guijo grandadilla,Hydro,Pumped Storage,Spain,54.0,40.2,-6.16,"40.2,-6.16",energy_storage_exchange
494,Guillena,Hydro,Pumped Storage,Spain,215.0,37.54,-6.06,"37.54,-6.06",energy_storage_exchange
495,Ibó ip,Hydro,Pumped Storage,Spain,84.0,42.72,-0.46,"42.72,-0.46",energy_storage_exchange
496,Moralets llauset lleida huesca,Hydro,Pumped Storage,Spain,219.1,42.58,0.69,"42.58,0.69",energy_storage_exchange
497,Pintado,Hydro,Pumped Storage,Spain,14.0,37.94,-5.78,"37.94,-5.78",energy_storage_exchange
498,Puente bibey,Hydro,Pumped Storage,Spain,315.0,42.31,-7.23,"42.31,-7.23",energy_storage_exchange
499,Tanes,Hydro,Pumped Storage,Spain,133.0,43.25,-5.98,"43.25,-5.98",energy_storage_exchange
500,Torrejon,Hydro,Pumped Storage,Spain,132.0,40.2,-3.8,"40.2,-3.8",energy_storage_exchange
501,Urdiceto,Hydro,Pumped Storage,Spain,7.2,42.63,0.22,"42.63,0.22",energy_storage_exchange
502,Valdencanas,Hydro,Pumped Storage,Spain,225.0,40.23,-2.33,"40.23,-2.33",energy_storage_exchange
503,Ponale riva del garda ledro,Hydro,Pumped Storage,Italy,80.0,45.89,10.84,"45.89,10.84",energy_storage_exchange
504,Campo moro,Hydro,Pumped Storage,Italy,36.5,46.27,9.87,"46.27,9.87",energy_storage_exchange
505,Capriati,Hydro,Pumped Storage,Italy,115.0,41.52,14.13,"41.52,14.13",energy_storage_exchange
506,Fadalto,Hydro,Pumped Storage,Italy,210.0,46.07,12.34,"46.07,12.34",energy_storage_exchange
507,Villa gargnano,Hydro,Pumped Storage,Italy,137.2,45.69,10.66,"45.69,10.66",energy_storage_exchange
508,Gaudalami,Hydro,Pumped Storage,Italy,80.0,37.99,13.29,"37.99,13.29",energy_storage_exchange
509,Pracomune,Hydro,Pumped Storage,Italy,42.0,46.55,11.01,"46.55,11.01",energy_storage_exchange
510,Taloro,Hydro,Pumped Storage,Italy,240.0,40.09,9.16,"40.09,9.16",energy_storage_exchange
511,Marex,Hydro,Pumped Storage,Ireland,1.5,53.74,-9.57,"53.74,-9.57",energy_storage_exchange
512,Frades voith,Hydro,Pumped Storage,Portugal,778.0,39.4,-8.22,"39.4,-8.22",energy_storage_exchange
513,Baixo sabor montante edp,Hydro,Pumped Storage,Portugal,145.0,39.4,-8.22,"39.4,-8.22",energy_storage_exchange
514,Baixo sabor jusante,Hydro,Pumped Storage,Portugal,37.0,39.4,-8.22,"39.4,-8.22",energy_storage_exchange
515,Foz tua,Hydro,Pumped Storage,Portugal,259.0,41.22,-7.42,"41.22,-7.42",energy_storage_exchange
516,Salamonde,Hydro,Pumped Storage,Portugal,211.0,41.69,-8.09,"41.69,-8.09",energy_storage_exchange
517,Frades,Hydro,Pumped Storage,Portugal,191.6,41.69,-8.03,"41.69,-8.03",energy_storage_exchange
518,Vilarinho furnas,Hydro,Pumped Storage,Portugal,125.0,41.76,-8.21,"41.76,-8.21",energy_storage_exchange
519,Pont ventoux susa,Hydro,Pumped Storage,Italy,158.0,45.14,6.97,"45.14,6.97",energy_storage_exchange
520,Amfilochia,Hydro,Pumped Storage,Greece,587.8,38.86,21.17,"38.86,21.17",energy_storage_exchange
521,Amari hybrid project,Hydro,Pumped Storage,Greece,50.0,35.24,24.81,"35.24,24.81",energy_storage_exchange
522,Obervermuntwerk,Hydro,Pumped Storage,Austria,360.0,47.06,9.93,"47.06,9.93",energy_storage_exchange
523,Cardos valley complex montamara,Hydro,Pumped Storage,Spain,90.0,42.64,1.26,"42.64,1.26",energy_storage_exchange
